week_start_date,year,month,week_of_year,grade,demand_kg,production_kg,inventory_kg,colombo_auction_price_lkr,auction_price_lag1w,auction_price_lag4w,rainfall_index,usd_lkr_rate,festival_flag,global_commodity_shock,demand_rolling4w_avg,demand_rolling12w_avg
2024-12-09,2024,12,50,BOPF,4001,3468,0,2000.6,1975.42,1998.04,56.1,318.11,0,0.0165,4696.0,4769.0
2024-12-16,2024,12,51,BOPF,3653,3625,0,1762.4,1679.55,1880.33,42.5,313.16,0,-0.0113,4590.0,4618.0
2024-12-23,2024,12,52,BOPF,3241,3128,0,1730.74,1690.01,1794.99,6.7,319.69,0,-0.03,4328.0,4510.0
2021-01-04,2021,1,1,Dust,5509,5545,0,1094.09,1095.57,1031.74,17.9,313.24,0,0.0199,,
2021-01-11,2021,1,2,Dust,5635,5747,307,1082.01,1102.16,1045.69,32.3,305.15,0,-0.0423,5509.0,5509.0
2021-01-18,2021,1,3,Dust,6017,6366,208,1107.3,1095.57,1130.03,35.1,314.3,0,-0.0029,5572.0,5572.0
2021-01-25,2021,1,4,Dust,4843,5013,608,1074.08,1054.54,1134.35,0.0,311.59,0,-0.0094,5720.0,5720.0
2021-02-01,2021,2,5,Dust,6730,6921,0,1086.72,1093.09,1055.67,31.1,310.25,0,-0.0425,5501.0,5501.0
2021-02-08,2021,2,6,Dust,3976,3869,64,1172.47,1170.76,1132.76,36.4,325.41,0,0.0165,5806.0,5747.0
2021-02-15,2021,2,7,Dust,5832,5267,0,1105.99,1157.19,1023.38,6.9,318.72,0,0.0023,5392.0,5452.0
2021-02-22,2021,2,8,Dust,4612,4962,208,1208.43,1233.38,1134.99,24.7,314.58,0,0.0087,5345.0,5506.0
2021-03-01,2021,3,9,Dust,5596,5386,0,1077.14,1073.87,1102.49,16.3,326.79,1,-0.0101,5288.0,5394.0
2021-03-08,2021,3,10,Dust,5485,5215,148,1223.05,1219.87,1227.8,47.2,322.45,1,0.0123,5004.0,5417.0
2021-03-15,2021,3,11,Dust,4972,4672,0,1218.37,1239.27,1210.58,21.5,320.23,1,-0.0005,5381.0,5424.0
2021-03-22,2021,3,12,Dust,6560,6934,258,1186.38,1189.95,1202.6,45.4,318.25,1,0.0161,5166.0,5382.0
2021-03-29,2021,3,13,Dust,6857,7579,672,1128.3,1154.91,1131.35,55.3,319.95,1,-0.0685,5653.0,5481.0
2021-04-05,2021,4,14,Dust,5265,5097,0,1140.03,1161.81,1095.08,32.3,310.45,1,-0.0703,5968.0,5593.0
2021-04-12,2021,4,15,Dust,4258,3981,60,1225.59,1207.05,1155.87,53.2,320.07,1,-0.028,5914.0,5562.0
2021-04-19,2021,4,16,Dust,5285,4755,0,1273.23,1248.34,1278.29,34.4,319.51,1,0.0216,5735.0,5416.0
2021-04-26,2021,4,17,Dust,5780,5868,155,1222.45,1224.57,1214.84,36.4,323.34,1,0.0104,5416.0,5452.0
2021-05-03,2021,5,18,Dust,4232,4115,0,1439.22,1504.58,1449.69,78.1,318.07,0,0.083,5147.0,5373.0
2021-05-10,2021,5,19,Dust,4621,4683,0,1346.41,1349.36,1385.5,57.3,317.78,0,0.0415,4889.0,5394.0
2021-05-17,2021,5,20,Dust,5346,5259,0,1287.79,1305.72,1383.03,65.8,323.91,0,-0.005,4980.0,5294.0
2021-05-24,2021,5,21,Dust,3507,3657,101,1223.11,1210.28,1247.05,56.8,317.47,0,-0.0229,4995.0,5355.0
2021-05-31,2021,5,22,Dust,4342,4247,0,1340.02,1369.59,1346.14,73.9,315.18,0,0.0246,4426.0,5181.0
2021-06-07,2021,6,23,Dust,4049,3720,0,1307.12,1291.13,1233.57,81.2,313.05,0,0.0007,4454.0,5085.0
2021-06-14,2021,6,24,Dust,5215,5390,391,1356.83,1320.59,1377.46,67.3,315.31,0,0.028,4311.0,5008.0
2021-06-21,2021,6,25,Dust,4926,5188,278,1324.31,1351.64,1245.62,56.8,308.19,0,0.0109,4278.0,4896.0
2021-06-28,2021,6,26,Dust,4056,3904,0,1435.78,1506.29,1399.15,99.7,309.84,0,0.0581,4633.0,4736.0
2021-07-05,2021,7,27,Dust,5039,5354,451,1346.81,1414.88,1318.21,89.5,312.31,0,-0.0221,4562.0,4635.0
2021-07-12,2021,7,28,Dust,5653,5859,243,1371.67,1414.94,1366.44,96.0,315.99,0,0.0203,4809.0,4700.0
2021-07-19,2021,7,29,Dust,5411,5490,30,1310.56,1270.57,1274.29,57.2,306.21,0,0.0478,4918.0,4730.0
2021-07-26,2021,7,30,Dust,5876,5535,0,1294.3,1313.98,1334.98,88.5,310.14,0,0.0183,5040.0,4700.0
2021-08-02,2021,8,31,Dust,7690,7781,0,1259.54,1311.82,1224.82,45.4,305.62,0,0.0083,5495.0,4837.0
2021-08-09,2021,8,32,Dust,4715,5132,693,1404.61,1429.43,1441.26,100.0,308.05,0,0.0857,6158.0,5092.0
2021-08-16,2021,8,33,Dust,5972,5846,0,1283.65,1322.18,1327.31,93.6,307.69,0,-0.001,5923.0,5040.0
2021-08-23,2021,8,34,Dust,6665,6725,132,1261.6,1267.09,1305.51,74.9,303.98,0,-0.0079,6063.0,5245.0
2021-08-30,2021,8,35,Dust,5393,4927,0,1293.78,1289.3,1294.59,58.8,311.64,0,0.0255,6260.0,5439.0
2021-09-06,2021,9,36,Dust,6167,6233,344,1193.14,1190.79,1145.96,54.7,314.16,0,0.0404,5686.0,5551.0
2021-09-13,2021,9,37,Dust,6141,6470,270,1289.96,1257.87,1254.21,50.5,302.98,0,0.022,6049.0,5630.0
2021-09-20,2021,9,38,Dust,5892,5904,0,1223.34,1198.51,1191.57,74.5,304.21,0,0.0124,6092.0,5732.0
2021-09-27,2021,9,39,Dust,7034,6903,0,1260.26,1318.72,1280.09,46.9,310.34,0,0.0491,5898.0,5884.0
2021-10-04,2021,10,40,Dust,7657,8295,749,1195.62,1206.97,1194.42,33.4,291.19,0,0.0203,6308.0,6051.0
2021-10-11,2021,10,41,Dust,7956,7247,0,1164.36,1174.54,1219.81,57.9,301.72,0,0.0023,6681.0,6218.0
2021-10-18,2021,10,42,Dust,7743,7461,83,1231.02,1225.87,1198.07,41.4,289.39,0,0.0304,7135.0,6430.0
2021-10-25,2021,10,43,Dust,7993,8259,357,1296.64,1288.27,1283.63,73.4,302.91,0,0.0521,7598.0,6585.0
2021-11-01,2021,11,44,Dust,6039,6183,13,1156.79,1183.94,1165.17,43.1,308.66,0,0.0203,7837.0,6611.0
2021-11-08,2021,11,45,Dust,6972,7147,0,1157.78,1139.61,1187.8,74.0,306.8,0,0.0096,7433.0,6721.0
2021-11-15,2021,11,46,Dust,8178,7617,0,1143.17,1165.01,1147.21,13.7,295.96,0,0.0373,7187.0,6804.0
2021-11-22,2021,11,47,Dust,8868,8624,0,979.67,979.13,1049.12,62.8,311.77,0,-0.041,7296.0,6930.0
2021-11-29,2021,11,48,Dust,7158,6464,0,1083.85,1054.44,1104.07,21.8,302.53,0,-0.0081,7514.0,7220.0
2021-12-06,2021,12,49,Dust,7018,6911,0,1071.56,1074.19,1141.2,34.4,308.63,0,0.0172,7794.0,7303.0
2021-12-13,2021,12,50,Dust,7905,7867,52,1103.31,1079.75,1104.38,17.6,314.65,0,-0.0301,7806.0,7376.0
2021-12-20,2021,12,51,Dust,8052,7896,87,1093.3,1084.73,1052.96,28.9,311.08,0,0.0232,7737.0,7543.0
2021-12-27,2021,12,52,Dust,8381,8314,0,1081.92,1076.7,1111.03,6.3,317.28,0,0.013,7533.0,7628.0
2022-01-03,2022,1,1,Dust,6243,6179,0,1093.64,1114.43,1168.47,22.9,316.15,0,0.0133,7839.0,7689.0
2022-01-10,2022,1,2,Dust,6408,6122,0,1139.68,1178.32,1111.3,0.0,317.24,0,0.04,7645.0,7546.0
2022-01-17,2022,1,3,Dust,6760,6966,0,996.86,960.91,933.69,31.4,315.51,0,-0.0602,7271.0,7435.0
2022-01-24,2022,1,4,Dust,6320,6271,0,1002.1,1004.28,1000.77,0.0,312.7,0,-0.0356,6948.0,7332.0
2022-01-31,2022,1,5,Dust,5926,6203,539,1153.9,1128.38,1143.98,26.4,314.22,0,0.0388,6433.0,7355.0
2022-02-07,2022,2,6,Dust,5609,5080,0,1254.94,1264.22,1249.55,5.5,315.57,0,0.0646,6354.0,7268.0
2022-02-14,2022,2,7,Dust,6700,6739,100,999.61,1004.68,1018.31,15.9,315.59,0,-0.072,6154.0,7054.0
2022-02-21,2022,2,8,Dust,3026,3145,157,1166.65,1193.1,1194.35,40.9,320.18,0,-0.0012,6139.0,6873.0
2022-02-28,2022,2,9,Dust,4077,4129,52,1075.47,1058.43,1062.22,3.3,318.1,0,-0.0389,5315.0,6529.0
2022-03-07,2022,3,10,Dust,4875,4867,0,1225.68,1293.33,1244.92,47.4,320.94,1,-0.0376,4853.0,6284.0
2022-03-14,2022,3,11,Dust,6138,6593,472,1212.32,1246.82,1257.23,34.9,320.81,1,0.0,4670.0,6031.0
2022-03-21,2022,3,12,Dust,6341,5888,0,1209.17,1187.36,1167.11,35.0,325.87,1,-0.018,4529.0,5872.0
2022-03-28,2022,3,13,Dust,5468,5976,260,1222.85,1214.19,1194.79,20.0,326.83,1,0.0016,5358.0,5702.0
2022-04-04,2022,4,14,Dust,5316,5630,298,1299.35,1266.67,1287.19,26.0,319.11,1,0.0596,5706.0,5637.0
2022-04-11,2022,4,15,Dust,5341,4926,0,1403.7,1454.36,1392.98,50.1,322.28,1,0.0809,5816.0,5546.0
2022-04-18,2022,4,16,Dust,5650,5654,0,1258.63,1281.1,1197.65,63.2,320.8,1,0.0242,5616.0,5428.0
2022-04-25,2022,4,17,Dust,4255,4234,48,1411.55,1361.34,1429.6,51.6,318.26,1,0.0647,5444.0,5372.0
2022-05-02,2022,5,18,Dust,3842,3753,0,1319.85,1280.17,1375.39,75.0,324.62,0,-0.046,5140.0,5233.0
2022-05-09,2022,5,19,Dust,5326,5509,283,1354.95,1313.82,1335.6,91.9,322.88,0,-0.0128,4772.0,5086.0
2022-05-16,2022,5,20,Dust,3425,3195,17,1250.91,1289.28,1224.1,32.7,326.52,0,-0.021,4768.0,4971.0
2022-05-23,2022,5,21,Dust,4130,4173,0,1260.57,1265.8,1264.07,45.1,318.16,0,-0.0144,4212.0,5004.0
2022-05-30,2022,5,22,Dust,4567,4628,0,1319.52,1292.61,1318.28,77.3,327.02,0,-0.0459,4181.0,5009.0
2022-06-06,2022,6,23,Dust,4597,4607,146,1270.0,1292.08,1315.07,86.3,315.83,0,-0.0517,4362.0,4983.0
2022-06-13,2022,6,24,Dust,5369,5552,376,1388.04,1380.27,1431.92,72.5,324.56,0,0.0289,4180.0,4855.0
2022-06-20,2022,6,25,Dust,5816,5495,0,1233.74,1245.43,1188.02,56.1,318.6,0,-0.054,4666.0,4774.0
2022-06-27,2022,6,26,Dust,4880,4588,0,1266.43,1272.9,1221.07,72.7,313.51,0,-0.0503,5087.0,4803.0
2022-07-04,2022,7,27,Dust,6809,6608,0,1384.35,1367.55,1396.05,63.3,321.22,0,0.1048,5166.0,4766.0
2022-07-11,2022,7,28,Dust,6462,6538,138,1249.87,1237.88,1264.7,93.5,319.12,0,-0.0882,5718.0,4889.0
2022-07-18,2022,7,29,Dust,5973,5483,0,1410.93,1427.78,1357.41,76.7,307.37,0,0.0724,5992.0,4956.0
2022-07-25,2022,7,30,Dust,4595,4766,436,1325.75,1363.7,1383.12,64.9,300.69,0,-0.0216,6031.0,5100.0
2022-08-01,2022,8,31,Dust,7448,8200,864,1374.9,1354.48,1348.21,76.3,307.7,0,0.0058,5960.0,5162.0
2022-08-08,2022,8,32,Dust,5894,5983,253,1390.81,1368.44,1440.62,82.2,310.79,0,0.0342,6120.0,5339.0
2022-08-15,2022,8,33,Dust,7151,6384,0,1245.74,1244.96,1203.46,52.8,305.11,0,-0.0071,5978.0,5545.0
2022-08-22,2022,8,34,Dust,6274,5632,0,1274.48,1272.9,1322.98,74.8,302.6,0,-0.071,6272.0,5797.0
2022-08-29,2022,8,35,Dust,5378,5597,300,1431.5,1416.29,1459.21,73.6,307.55,0,0.0888,6692.0,5939.0
2022-09-05,2022,9,36,Dust,10431,9126,0,1266.99,1272.45,1292.75,33.7,302.57,0,0.0183,6174.0,6004.0
2022-09-12,2022,9,37,Dust,8613,9122,682,1202.8,1200.0,1213.13,76.3,302.97,0,-0.0607,7308.0,6426.0
2022-09-19,2022,9,38,Dust,6671,6459,0,1254.9,1227.13,1213.51,40.4,302.78,0,-0.0092,7674.0,6659.0
2022-09-26,2022,9,39,Dust,6486,6516,81,1181.05,1182.75,1171.02,64.0,297.73,0,-0.0765,7773.0,6808.0
2022-10-03,2022,10,40,Dust,7774,7536,0,1220.88,1211.39,1230.18,58.3,297.87,0,0.0755,8050.0,6781.0
2022-10-10,2022,10,41,Dust,7778,7622,0,1180.36,1151.98,1161.68,52.6,299.86,0,-0.0137,7386.0,6891.0
2022-10-17,2022,10,42,Dust,8137,7715,0,1129.86,1147.03,1125.59,31.0,313.45,0,0.0277,7177.0,7041.0
2022-10-24,2022,10,43,Dust,5736,6189,467,1274.68,1271.13,1312.39,66.1,301.7,0,0.066,7544.0,7336.0
2022-10-31,2022,10,44,Dust,7791,7507,0,1180.22,1182.8,1242.94,64.3,300.79,0,0.0177,7356.0,7194.0
2022-11-07,2022,11,45,Dust,9236,8893,0,1187.18,1177.45,1221.01,28.8,301.84,0,-0.0039,7360.0,7352.0
2022-11-14,2022,11,46,Dust,6601,6265,0,1207.8,1224.59,1221.51,38.3,313.76,0,0.017,7725.0,7525.0
2022-11-21,2022,11,47,Dust,8700,9449,701,1077.53,1058.54,1046.83,37.8,313.31,0,-0.0512,7341.0,7553.0
2022-11-28,2022,11,48,Dust,5583,6010,494,1094.15,1087.85,1156.23,38.5,312.5,0,-0.0151,8082.0,7830.0
2022-12-05,2022,12,49,Dust,8080,8310,229,1070.83,1037.66,1081.88,10.0,311.44,0,0.0135,7530.0,7426.0
2022-12-12,2022,12,50,Dust,5154,5295,0,1137.32,1133.55,1140.89,45.0,304.79,0,0.023,7241.0,7381.0
2022-12-19,2022,12,51,Dust,5849,5567,0,1085.2,1103.9,1091.24,26.7,314.71,0,-0.021,6879.0,7255.0
2022-12-26,2022,12,52,Dust,7574,6766,0,1071.6,1069.94,1089.85,31.4,316.79,0,-0.0162,6166.0,7202.0
2023-01-02,2023,1,1,Dust,7625,7452,0,1149.02,1081.7,1243.38,18.5,326.56,0,0.0209,6664.0,7185.0
2023-01-09,2023,1,2,Dust,5243,5140,0,1128.24,1143.24,1086.51,13.8,317.12,0,-0.0535,6550.0,7172.0
2023-01-16,2023,1,3,Dust,6050,6641,474,1045.0,1055.51,940.78,14.6,323.6,0,-0.0073,6573.0,6931.0
2023-01-23,2023,1,4,Dust,6272,6513,265,1251.49,1314.35,1159.38,18.4,312.7,0,0.0743,6623.0,6957.0
2023-01-30,2023,1,5,Dust,7702,7518,29,1146.1,1130.15,1104.01,20.8,321.19,0,0.0383,6298.0,6831.0
2023-02-06,2023,2,6,Dust,5840,5146,0,1291.32,1314.43,1220.41,29.1,319.99,0,0.0403,6317.0,6703.0
2023-02-13,2023,2,7,Dust,5819,5946,128,1227.34,1238.26,1186.81,14.5,320.95,0,0.0239,6466.0,6639.0
2023-02-20,2023,2,8,Dust,5820,6265,414,1249.74,1228.48,1373.97,41.9,316.75,0,0.0125,6408.0,6399.0
2023-02-27,2023,2,9,Dust,6587,7260,345,1253.4,1248.85,1248.07,29.0,328.5,0,-0.0229,6295.0,6419.0
2023-03-06,2023,3,10,Dust,5446,5219,0,1129.09,1136.52,1185.67,47.9,320.36,1,-0.0926,6016.0,6295.0
2023-03-13,2023,3,11,Dust,6061,5739,0,1182.53,1193.51,1156.49,47.3,326.18,1,-0.0325,5918.0,6319.0
2023-03-20,2023,3,12,Dust,4698,4585,0,1218.61,1215.59,1199.23,32.5,326.52,1,-0.013,5978.0,6337.0
2023-03-27,2023,3,13,Dust,6705,6259,0,1267.54,1254.24,1292.57,42.2,324.71,1,0.0473,5698.0,6097.0
2023-04-03,2023,4,14,Dust,5968,5181,0,1212.22,1190.63,1209.11,49.9,324.77,1,-0.0316,5728.0,6020.0
2023-04-10,2023,4,15,Dust,6194,6171,348,1318.49,1316.18,1347.41,65.0,332.79,1,-0.0157,5858.0,6081.0
2023-04-17,2023,4,16,Dust,4594,5196,716,1313.22,1279.63,1340.29,32.3,326.52,1,0.0185,5891.0,6093.0
2023-04-24,2023,4,17,Dust,5357,4687,0,1384.33,1471.6,1322.12,78.4,325.6,1,-0.0293,5865.0,5953.0
2023-05-01,2023,5,18,Dust,5477,5306,0,1375.0,1359.07,1348.55,34.0,325.05,0,0.03,5528.0,5757.0
2023-05-08,2023,5,19,Dust,4188,4233,137,1441.91,1438.9,1464.59,61.1,332.32,0,-0.0312,5406.0,5727.0
2023-05-15,2023,5,20,Dust,3169,3418,204,1405.64,1386.01,1500.02,76.2,325.03,0,-0.0095,4904.0,5591.0
2023-05-22,2023,5,21,Dust,4844,4294,0,1319.26,1362.26,1299.59,68.3,329.0,0,-0.0045,4548.0,5370.0
2023-05-29,2023,5,22,Dust,5283,5263,205,1321.48,1318.97,1294.27,51.8,330.92,0,-0.0438,4420.0,5225.0
2023-06-05,2023,6,23,Dust,4699,4534,0,1362.27,1369.85,1334.52,77.2,321.01,0,-0.026,4371.0,5212.0
2023-06-12,2023,6,24,Dust,5501,6113,515,1475.16,1420.3,1477.84,95.2,307.76,0,0.0105,4499.0,5098.0
2023-06-19,2023,6,25,Dust,6105,6083,193,1287.96,1292.19,1401.11,83.8,328.14,0,-0.0549,5082.0,5165.0
2023-06-26,2023,6,26,Dust,3791,4054,457,1474.94,1485.68,1598.43,74.6,313.22,0,0.057,5397.0,5115.0
2023-07-03,2023,7,27,Dust,5732,6077,119,1349.34,1362.69,1370.04,73.5,309.08,0,0.0203,5024.0,4934.0
2023-07-10,2023,7,28,Dust,4964,4683,0,1304.0,1304.71,1301.53,68.6,320.53,0,-0.0431,5282.0,4895.0
2023-07-17,2023,7,29,Dust,6035,6098,0,1481.58,1490.33,1435.56,75.1,317.16,0,0.0091,5148.0,4926.0
2023-07-24,2023,7,30,Dust,3903,3949,167,1412.39,1410.66,1352.59,87.7,317.2,0,0.0234,5130.0,4982.0
2023-07-31,2023,7,31,Dust,4976,5005,125,1506.17,1447.83,1460.3,94.2,307.55,0,0.0502,5158.0,4851.0
2023-08-07,2023,8,32,Dust,7752,7196,0,1330.94,1351.08,1256.7,58.6,304.4,0,0.0115,4970.0,4917.0
2023-08-14,2023,8,33,Dust,6289,5935,0,1398.13,1364.94,1457.29,76.0,312.15,0,0.0352,5666.0,5299.0
2023-08-21,2023,8,34,Dust,7498,7452,0,1350.57,1334.43,1370.57,83.4,319.74,0,0.043,5730.0,5419.0
2023-08-28,2023,8,35,Dust,6339,6655,357,1337.7,1306.21,1435.11,71.5,303.64,0,-0.0032,6629.0,5604.0
2023-09-04,2023,9,36,Dust,5603,6087,381,1355.26,1332.52,1358.94,58.1,302.7,0,0.0368,6970.0,5740.0
2023-09-11,2023,9,37,Dust,8005,8781,497,1305.84,1299.95,1378.39,90.9,303.21,0,-0.0181,6432.0,5749.0
2023-09-18,2023,9,38,Dust,8459,8896,487,1367.62,1341.29,1405.52,75.6,318.12,0,0.0249,6861.0,5907.0
2023-09-25,2023,9,39,Dust,7097,7349,333,1213.97,1237.16,1212.09,50.7,299.95,0,-0.0318,7102.0,6296.0
2023-10-02,2023,10,40,Dust,8193,8981,730,1265.83,1278.38,1265.91,65.1,309.74,0,0.0045,7291.0,6410.0
2023-10-09,2023,10,41,Dust,7892,8461,349,1202.09,1146.31,1239.72,43.9,304.6,0,-0.0094,7938.0,6679.0
2023-10-16,2023,10,42,Dust,7573,7916,0,1191.32,1206.86,1259.34,61.0,304.29,0,-0.0122,7910.0,6834.0
2023-10-23,2023,10,43,Dust,8493,8420,160,1222.78,1203.06,1226.48,45.8,307.16,0,0.0251,7689.0,7140.0
2023-10-30,2023,10,44,Dust,6860,6308,0,1313.45,1319.57,1281.51,58.0,309.24,0,0.102,8038.0,7433.0
2023-11-06,2023,11,45,Dust,7907,7516,0,1223.35,1211.2,1166.91,27.9,305.31,0,0.0253,7704.0,7358.0
2023-11-13,2023,11,46,Dust,7670,7708,0,1208.96,1175.11,1237.36,55.3,316.43,0,-0.015,7708.0,7493.0
2023-11-20,2023,11,47,Dust,6586,6043,0,1197.83,1173.67,1097.89,53.8,314.82,0,0.0096,7732.0,7508.0
2023-11-27,2023,11,48,Dust,8343,7975,0,1196.05,1165.57,1246.21,43.5,320.05,0,-0.0059,7256.0,7528.0
2023-12-04,2023,12,49,Dust,8047,7229,0,1042.86,1076.73,1058.84,54.7,313.73,0,-0.0842,7626.0,7756.0
2023-12-11,2023,12,50,Dust,6190,6264,94,1096.62,1091.8,1123.36,35.0,315.86,0,-0.0075,7662.0,7760.0
2023-12-18,2023,12,51,Dust,6636,6654,0,1124.07,1133.07,1133.14,8.0,320.09,0,0.0034,7292.0,7571.0
2023-12-25,2023,12,52,Dust,6682,6451,0,1213.84,1231.54,1180.22,49.1,313.6,0,0.0208,7304.0,7532.0
2024-01-01,2024,1,1,Dust,6646,6249,0,1179.32,1186.63,1119.24,24.9,329.18,0,0.0299,6889.0,7407.0
2024-01-08,2024,1,2,Dust,7692,8227,433,1156.72,1174.55,1266.92,17.0,320.89,0,-0.0179,6538.0,7303.0
2024-01-15,2024,1,3,Dust,6846,7190,323,1288.05,1252.04,1350.01,27.6,321.75,0,0.0144,6914.0,7313.0
2024-01-22,2024,1,4,Dust,9498,8814,0,1060.24,1075.6,1114.98,32.3,323.62,0,-0.0624,6966.0,7175.0
2024-01-29,2024,1,5,Dust,6850,7294,418,1145.26,1164.91,1170.62,29.9,327.78,0,-0.0256,7670.0,7395.0
2024-02-05,2024,2,6,Dust,5418,5305,41,1188.39,1176.55,1164.03,14.2,322.43,0,0.0075,7722.0,7307.0
2024-02-12,2024,2,7,Dust,4986,4649,0,1163.99,1152.61,1237.97,0.0,314.74,0,-0.011,7153.0,7120.0
2024-02-19,2024,2,8,Dust,6331,6007,0,1134.43,1125.42,1158.68,15.2,322.54,0,-0.0223,6688.0,6986.0
2024-02-26,2024,2,9,Dust,6095,6527,500,1185.36,1201.67,1156.3,37.2,322.88,0,-0.0306,5896.0,6818.0
2024-03-04,2024,3,10,Dust,6184,6746,638,1261.81,1268.1,1245.32,14.8,335.95,1,-0.0089,5708.0,6656.0
2024-03-11,2024,3,11,Dust,6055,5552,0,1347.47,1366.42,1376.21,51.5,337.45,1,-0.0193,5899.0,6655.0
2024-03-18,2024,3,12,Dust,7927,7424,0,1390.63,1396.48,1381.71,44.6,329.35,1,0.0291,6166.0,6607.0
2024-03-25,2024,3,13,Dust,6350,5969,0,1263.56,1291.05,1298.52,9.9,338.51,1,-0.0146,6565.0,6711.0
2024-04-01,2024,4,14,Dust,5495,5424,123,1348.44,1360.82,1338.29,29.8,328.53,1,0.0077,6629.0,6686.0
2024-04-08,2024,4,15,Dust,4711,4910,615,1463.42,1467.85,1480.89,76.5,333.62,1,0.0264,6457.0,6503.0
2024-04-15,2024,4,16,Dust,5940,5323,0,1427.22,1386.22,1466.84,61.4,319.54,1,0.0544,6121.0,6325.0
2024-04-22,2024,4,17,Dust,5546,5473,0,1366.87,1364.0,1400.37,70.2,329.75,1,0.0072,5624.0,6028.0
2024-04-29,2024,4,18,Dust,5114,4937,0,1455.68,1456.93,1515.24,51.3,322.32,1,0.0759,5423.0,5920.0
2024-05-06,2024,5,19,Dust,5753,5725,13,1335.43,1338.29,1318.4,43.0,318.08,0,0.0008,5328.0,5894.0
2024-05-13,2024,5,20,Dust,4391,4468,29,1480.52,1472.88,1510.73,71.8,324.46,0,-0.0521,5588.0,5958.0
2024-05-20,2024,5,21,Dust,3795,3981,222,1608.59,1600.98,1600.89,61.5,330.95,0,0.1081,5201.0,5797.0
2024-05-27,2024,5,22,Dust,4669,4484,0,1313.2,1266.08,1283.43,42.6,313.91,0,-0.0479,4763.0,5605.0
2024-06-03,2024,6,23,Dust,5354,5704,335,1533.4,1485.22,1599.74,61.3,315.46,0,0.0508,4652.0,5479.0
2024-06-10,2024,6,24,Dust,5000,5030,0,1372.68,1383.75,1319.6,100.0,317.99,0,-0.116,4552.0,5420.0
2024-06-17,2024,6,25,Dust,6737,6787,220,1475.26,1476.29,1394.09,87.6,321.4,0,-0.0528,4704.0,5176.0
2024-06-24,2024,6,26,Dust,4611,4740,0,1376.59,1381.31,1440.06,82.7,317.06,0,-0.0861,5440.0,5209.0
2024-07-01,2024,7,27,Dust,5232,5098,0,1330.83,1278.51,1299.58,56.2,324.8,0,-0.0128,5426.0,5135.0
2024-07-08,2024,7,28,Dust,8413,8503,35,1501.28,1522.97,1479.34,94.3,324.04,0,0.0327,5395.0,5178.0
2024-07-15,2024,7,29,Dust,5478,5506,74,1422.24,1424.29,1464.24,86.8,325.34,0,0.0074,6248.0,5385.0
2024-07-22,2024,7,30,Dust,4715,4800,0,1565.61,1612.52,1514.5,100.0,311.4,0,0.0425,5934.0,5379.0
2024-07-29,2024,7,31,Dust,5274,4789,0,1397.51,1401.52,1446.23,94.3,312.23,0,0.0018,5960.0,5346.0
2024-08-05,2024,8,32,Dust,7042,6437,0,1367.31,1393.5,1218.95,70.3,307.07,0,0.0053,5970.0,5306.0
2024-08-12,2024,8,33,Dust,7991,7688,0,1351.68,1313.13,1372.98,99.7,310.77,0,-0.0465,5627.0,5527.0
2024-08-19,2024,8,34,Dust,8000,7924,0,1342.84,1333.94,1418.92,64.6,313.77,0,0.0021,6256.0,5876.0
2024-08-26,2024,8,35,Dust,5999,6243,58,1447.46,1462.1,1472.72,87.1,310.81,0,-0.0145,7077.0,6154.0
2024-09-02,2024,9,36,Dust,8499,9208,731,1329.12,1291.57,1301.64,35.8,315.59,0,0.0451,7258.0,6208.0
2024-09-09,2024,9,37,Dust,8765,9356,488,1294.42,1243.11,1216.8,58.3,310.94,0,0.0276,7622.0,6499.0
2024-09-16,2024,9,38,Dust,7512,7105,0,1224.01,1223.92,1146.16,61.1,309.0,0,-0.0171,7816.0,6668.0
2024-09-23,2024,9,39,Dust,7207,7855,918,1323.78,1309.2,1350.77,72.6,312.38,0,-0.0146,7694.0,6910.0
2024-09-30,2024,9,40,Dust,8175,7988,0,1237.77,1262.43,1203.2,44.8,308.34,0,-0.013,7996.0,7075.0
2024-10-07,2024,10,41,Dust,8965,9321,150,1322.26,1325.12,1274.31,40.0,310.06,0,0.0212,7915.0,7055.0
2024-10-14,2024,10,42,Dust,8579,8404,0,1186.5,1205.65,1239.64,56.6,303.29,0,-0.0484,7965.0,7345.0
2024-10-21,2024,10,43,Dust,8981,9736,694,1180.85,1178.3,1233.38,62.3,305.8,0,-0.0274,8232.0,7667.0
2024-10-28,2024,10,44,Dust,7408,8061,528,1215.31,1221.85,1204.82,53.3,317.54,0,-0.0077,8675.0,7976.0
2024-11-04,2024,11,45,Dust,7811,6850,0,1139.0,1147.32,1137.22,35.9,316.33,0,-0.0516,8483.0,8007.0
2024-11-11,2024,11,46,Dust,9718,9653,0,1121.56,1162.31,1064.62,23.6,310.6,0,-0.0305,8195.0,7992.0
2024-11-18,2024,11,47,Dust,8905,8529,0,1091.65,1053.32,1061.3,31.8,315.4,0,-0.0501,8480.0,8135.0
2024-11-25,2024,11,48,Dust,6024,5843,58,1200.32,1226.4,1216.33,52.9,313.74,0,-0.033,8460.0,8377.0
2024-12-02,2024,12,49,Dust,8070,8308,650,1178.08,1132.33,1065.7,13.8,318.63,0,0.0059,8114.0,8171.0
2024-12-09,2024,12,50,Dust,8165,8121,0,1271.23,1242.45,1215.35,56.1,318.11,0,0.0165,8179.0,8113.0
